"","user_id","age","gender","profession","big5_openness","big5_conscientiousness","big5_extraversion","big5_agreeableness","big5_neuroticism"
"737","V0737",27,"Male","Sales",0.57,0.51,0.3,0.64,0.01
"738","V0738",52,"Male","Scientist",0.54,0.48,0.88,0.64,0.43
"739","V0739",24,"Female","Finance",0.46,0.51,0.6,0.82,0.54
"740","V0740",22,"Male","Service Worker",0.29,0.81,0.4,0.57,0.6
"741","V0741",41,"Male","Sales",0.64,0.51,0.59,0.67,0.18
"742","V0742",55,"Male","Service Worker",0.35,0.3,0.34,0.58,0.85
"743","V0743",22,"Female","IT Specialist",0.83,0.38,0.29,0.57,0.75
"744","V0744",38,"Female","Creative",0.58,0.79,0.32,0.68,0.24
"745","V0745",58,"Male","Student",0.61,0.43,0.71,0.57,0.45
"746","V0746",52,"Female","Sales",0.59,0.4,0.54,0.63,0.37
"747","V0747",20,"Male","Medical",0.75,0.63,0,0.49,0.79
"748","V0748",26,"Male","Entrepreneur",0.68,0.47,0.48,0.54,0.68
"749","V0749",62,"Male","Service Worker",0.58,0.78,0.63,0.6,0.25
"750","V0750",44,"Male","Scientist",0.81,0.52,0.39,0.63,0.68
"751","V0751",46,"Male","Sales",0.75,0.73,0.4,0.55,0.53
"752","V0752",44,"Female","Entrepreneur",0.62,0.53,0.24,0.52,0.42
"753","V0753",56,"Female","Manager",0.44,0.36,0.68,0.61,0.56
"754","V0754",59,"Male","Finance",0.79,0.61,0.63,0.93,0.57
"755","V0755",34,"Female","Creative",0.71,0.25,0.5,0.56,0.71
"756","V0756",51,"Female","Entrepreneur",0.54,0.5,0.64,0.54,0.14
"757","V0757",37,"Female","IT Specialist",0.63,0.18,0.41,0.52,0.45
"758","V0758",43,"Female","Entrepreneur",0.39,0.65,0.64,0.65,0.38
"759","V0759",29,"Female","Creative",0.73,0.8,0.23,0.69,0.23
"760","V0760",41,"Male","Finance",0.32,0.54,0.69,0.39,0.54
"761","V0761",41,"Female","Manager",0.71,0.61,0.31,0.52,0.47
"762","V0762",55,"Male","Finance",0.58,0.56,0.48,0.6,0.54
"763","V0763",47,"Female","IT Specialist",0.65,0.77,0.5,0.61,0.68
"764","V0764",39,"Female","Student",0.48,0.32,0.64,0.61,0.69
"765","V0765",47,"Female","Scientist",0.66,0.18,0.6,0.45,0.59
"766","V0766",27,"Female","Finance",0.74,0.62,0.72,0.58,0.56
"767","V0767",65,"Male","Finance",0.54,0.68,0.61,0.36,0.22
"768","V0768",50,"Female","Creative",0.53,0.36,0.43,0.67,0.3
"769","V0769",59,"Male","Sales",0.6,0.57,0.46,0.65,0.29
"770","V0770",24,"Male","Service Worker",0.5,0.56,0.5,0.65,0.56
"771","V0771",42,"Male","Medical",0.53,0.39,0.58,0.67,0.65
"772","V0772",41,"Male","Creative",0.9,0.52,0.41,0.59,0.26
"773","V0773",19,"Female","Sales",0.55,0.43,0.43,0.59,0.5
"774","V0774",53,"Male","IT Specialist",0.41,0.51,0.35,0.73,0.68
"775","V0775",25,"Male","Service Worker",0.26,0.57,0.22,0.44,0.76
"776","V0776",64,"Male","Creative",0.5,0.46,0.79,0.65,0.56
"777","V0777",31,"Female","Entrepreneur",0.5,0.6,0.61,0.38,0.56
"778","V0778",34,"Male","Creative",0.54,0.65,0.45,0.71,0.49
"779","V0779",54,"Male","Sales",0.43,0.63,0.6,0.45,0.3
"780","V0780",34,"Male","Manager",0.67,0.59,0.73,0.6,0.4
"781","V0781",33,"Female","Student",0.24,0.75,0.29,0.65,0.48
"782","V0782",49,"Male","Student",0.73,0.33,0.66,0.62,0.41
"783","V0783",42,"Female","Medical",0.62,0.61,0.28,0.45,0.32
"784","V0784",55,"Female","IT Specialist",0.8,0.78,0.59,0.7,0.39
"785","V0785",20,"Female","Service Worker",0.7,0.54,0.55,0.56,0
"786","V0786",31,"Male","Entrepreneur",0.84,0.48,0.49,0.6,0.41
"787","V0787",26,"Female","Service Worker",0.62,0.52,0.26,0.62,0.14
"788","V0788",61,"Male","Entrepreneur",0.66,0.4,0.44,0.78,0.21
"789","V0789",26,"Male","IT Specialist",0.39,0.32,0.58,0.38,0.6
"790","V0790",41,"Female","Finance",0.57,0.38,0.86,0.62,0.29
"791","V0791",63,"Female","Student",0.37,0.81,0.29,0.64,0.16
"792","V0792",20,"Male","Entrepreneur",0.76,0.77,0.2,0.87,0.25
"793","V0793",53,"Female","Finance",0.6,0.57,0.3,0.6,0.7
"794","V0794",52,"Female","Entrepreneur",0.27,0.17,0.44,0.49,0.4
"795","V0795",56,"Male","Medical",0.66,0.35,0.39,0.73,0.61
"796","V0796",50,"Female","Sales",0.64,0.26,0.24,0.46,0
"797","V0797",54,"Female","Service Worker",0.7,0.23,0.15,0.73,0.48
"798","V0798",39,"Female","Manager",0.94,0.55,0.82,0.39,0
"799","V0799",21,"Male","Medical",0.64,0.37,0.49,0.45,0.51
"800","V0800",46,"Female","Scientist",0.79,0.19,0.36,0.63,0.45
"801","V0801",44,"Male","Creative",0.57,0.58,0.39,0.45,0.03
"802","V0802",25,"Female","Sales",0.54,0.62,0.84,0.75,0.76
"803","V0803",61,"Female","Finance",0.69,0.42,0.73,0.48,0.36
"804","V0804",61,"Female","Medical",0.74,0.83,0.37,0.7,0.19
"805","V0805",29,"Male","Student",0.48,0.54,0.77,0.59,0.55
"806","V0806",64,"Male","Finance",0.79,0.49,0.73,0.62,0.21
"807","V0807",26,"Female","Sales",0.47,0.52,0.58,0.7,0.57
"808","V0808",41,"Male","Student",0.53,0.5,0.55,0.46,0.6
"809","V0809",20,"Female","Service Worker",0.63,0.55,0.04,0.67,0.62
"810","V0810",20,"Male","Sales",0.63,0.28,0.49,0.5,0.61
"811","V0811",43,"Male","Creative",0.64,0.56,0.28,0.5,0.35
"812","V0812",58,"Male","IT Specialist",0.54,0.56,0.4,0.61,0.24
"813","V0813",24,"Female","Manager",0.49,0.81,0.6,0.61,0.39
"814","V0814",44,"Male","Service Worker",0.57,0.4,0.18,0.52,0.17
"815","V0815",40,"Male","Entrepreneur",0.55,0.62,0.41,0.46,0.4
"816","V0816",61,"Male","Creative",0.64,0.55,0.32,0.56,0.17
"817","V0817",62,"Female","Creative",0.61,0.5,0.28,0.56,0.61
"818","V0818",49,"Female","Finance",0.71,0.62,0.41,0.84,0.44
"819","V0819",32,"Female","Sales",0.52,0.8,0.73,0.64,0.33
"820","V0820",64,"Male","Sales",0.56,0.35,0.64,0.71,0.46
"821","V0821",37,"Male","Service Worker",0.82,0.67,0.25,0.71,0.72
"822","V0822",52,"Female","Creative",0.65,0.49,0.6,0.68,0.25
"823","V0823",44,"Male","Scientist",0.42,0.35,0.31,0.64,0.38
"824","V0824",62,"Male","Student",0.69,0.49,0.55,0.63,0
"825","V0825",36,"Male","Student",0.61,0.46,0.51,0.53,0.51
"826","V0826",19,"Male","Manager",0.43,0.44,0.56,0.69,0.63
"827","V0827",39,"Female","Creative",0.46,0.63,0.51,0.67,0.61
"828","V0828",54,"Male","IT Specialist",0.63,0.67,0.59,0.39,0.43
"829","V0829",58,"Female","Finance",0.65,0.53,0.53,0.51,0.43
"830","V0830",50,"Female","Sales",0.59,0.67,0.63,0.42,0.25
"831","V0831",21,"Male","Sales",0.59,0.83,0.54,0.71,0.39
"832","V0832",35,"Female","Service Worker",0.54,0.62,0.73,0.59,0.59
"833","V0833",54,"Female","Manager",0.77,0.62,0.49,0.66,0
"834","V0834",52,"Male","Manager",0.74,0.61,0.35,0.44,0.62
"835","V0835",59,"Male","IT Specialist",0.33,0.54,0.43,0.62,0.21
"836","V0836",42,"Female","Student",0.4,0.57,0.48,0.8,0.88
"837","V0837",56,"Female","Service Worker",0.65,0.49,0.25,0.49,0.27
"838","V0838",31,"Male","Scientist",0.45,0.35,0.21,0.65,0.49
"839","V0839",44,"Male","Scientist",0.43,0.37,0.35,0.7,0.51
"840","V0840",27,"Male","Sales",0.64,0.29,0.61,0.43,0.74
"841","V0841",40,"Male","Medical",0.59,0.43,0.87,0.65,0.03
"842","V0842",27,"Male","Student",0.62,0.6,0.46,0.65,0.35
"843","V0843",38,"Male","Finance",0.48,0.54,0.27,0.58,0.03
"844","V0844",58,"Female","Manager",0.48,0.56,0.39,0.74,0.62
"845","V0845",56,"Female","Finance",0.62,0.54,0.45,0.62,0.42
"846","V0846",23,"Female","Medical",0.6,0.35,0.72,0.58,0.58
"847","V0847",45,"Female","Creative",0.6,0.7,0.44,0.59,0.53
"848","V0848",25,"Female","Manager",0.47,0.66,0.38,0.49,0.29
"849","V0849",48,"Male","Entrepreneur",0.64,0.51,0.44,0.66,0.72
"850","V0850",43,"Male","Finance",0.61,0.53,0.5,0.55,0.63
"851","V0851",41,"Male","Service Worker",0.79,0.67,1,0.61,0.74
"852","V0852",54,"Female","Scientist",0.53,0.66,0.79,0.65,0.54
"853","V0853",36,"Female","Sales",0.74,0.08,0.6,0.6,0.57
"854","V0854",37,"Male","IT Specialist",0.46,0.74,0.79,0.45,0.37
"855","V0855",28,"Male","Service Worker",0.64,0.6,0.28,0.68,0.4
"856","V0856",44,"Female","Medical",0.44,0.46,0.27,0.55,0.15
"857","V0857",24,"Male","IT Specialist",0.74,0.43,0.71,0.52,0.44
"858","V0858",59,"Male","Manager",0.67,0.63,0.56,0.56,0.22
"859","V0859",61,"Male","Medical",0.56,0.83,0.73,0.52,0.43
"860","V0860",21,"Female","Student",0.58,0.71,0.52,0.65,0.61
"861","V0861",48,"Male","Manager",0.65,0.48,0.2,0.66,0.59
"862","V0862",52,"Female","Service Worker",0.68,0.44,0.36,0.59,0.64
"863","V0863",18,"Female","Scientist",0.79,0.4,0.82,0.57,0.47
"864","V0864",65,"Male","Scientist",0.54,0.68,0.21,0.64,0.47
"865","V0865",22,"Female","Medical",0.51,0.46,0.44,0.48,0.23
"866","V0866",34,"Male","Finance",1,0.61,0.54,0.55,0.71
"867","V0867",60,"Male","Manager",0.46,0.59,0.45,0.49,0.46
"868","V0868",18,"Female","Manager",0.65,0.33,0.6,0.57,0.69
"869","V0869",41,"Female","Scientist",0.76,0.59,0.76,0.64,0.49
"870","V0870",50,"Female","Student",0.21,0.44,0.58,0.63,0.42
"871","V0871",35,"Female","Finance",0.79,0.46,0.5,0.58,0.66
"872","V0872",20,"Female","Creative",0.73,0.68,0.44,0.67,0.35
"873","V0873",22,"Male","Student",0.53,0.39,0.26,0.47,0.06
"874","V0874",56,"Female","Scientist",0.53,0.82,0.51,0.75,0.41
"875","V0875",23,"Male","Entrepreneur",0.62,0.46,0.56,0.41,0.37
"876","V0876",33,"Male","Sales",0.94,0.54,0.51,0.64,0.47
"877","V0877",30,"Female","Finance",0.74,0.56,0.47,0.51,0.54
"878","V0878",50,"Male","Service Worker",0.49,0.54,0.23,0.82,0.61
"879","V0879",27,"Female","Medical",0.52,0.42,0.51,0.49,0.43
"880","V0880",31,"Male","Finance",0.52,0.63,0.95,0.69,0.43
"881","V0881",59,"Male","Creative",0.68,0.85,0.6,0.59,0.31
"882","V0882",51,"Female","Creative",0.93,0.55,0.26,0.62,0.03
"883","V0883",33,"Male","Finance",0.58,0.4,0.56,0.63,0.56
"884","V0884",58,"Female","Student",0.65,0.55,0.63,0.7,0.27
"885","V0885",34,"Male","Student",0.64,0.51,0.72,0.4,0.45
"886","V0886",19,"Male","Scientist",0.92,0.73,0.32,0.67,0.77
"887","V0887",32,"Female","Sales",0.39,0.41,0.44,0.66,0.49
"888","V0888",40,"Male","Manager",0.54,0.51,0.67,0.44,0.46
"889","V0889",44,"Male","Creative",0.7,0.7,0.41,0.44,0.7
"890","V0890",57,"Male","Creative",0.47,0.58,0.18,0.55,0.53
"891","V0891",20,"Female","Service Worker",0.46,0.73,0.5,0.66,0.69
"892","V0892",51,"Female","Entrepreneur",1,0.3,0.54,0.56,0.74
"893","V0893",20,"Female","Creative",0.63,0.44,0.31,0.52,0.59
"894","V0894",60,"Female","Student",0.47,0.44,0.33,0.45,0.32
"895","V0895",54,"Female","IT Specialist",0.66,0.53,0.51,0.46,0.55
"896","V0896",39,"Female","Finance",0.53,0.36,0.53,0.55,0.9
"897","V0897",50,"Female","Scientist",0.41,0.47,0.53,0.56,0.27
"898","V0898",20,"Female","Student",0.68,0.27,0.28,0.66,0.4
"899","V0899",31,"Male","Student",0.87,0.64,0.32,0.44,0.93
"900","V0900",55,"Female","Entrepreneur",0.91,0.49,0.47,0.5,0.58
"901","V0901",33,"Female","Finance",0.44,0.59,0.59,0.67,0.63
"902","V0902",27,"Female","Student",0.27,0.53,0.67,0.68,0.61
"903","V0903",44,"Female","Medical",0.84,0.64,0.42,0.55,0.55
"904","V0904",25,"Male","Finance",0.69,0.61,0.75,0.63,0.44
"905","V0905",40,"Male","IT Specialist",0.45,0.28,0.46,0.61,0.43
"906","V0906",26,"Male","Medical",0.46,0.36,0.61,0.48,0.4
"907","V0907",52,"Female","Scientist",0.42,0.41,0.47,0.54,0.45
"908","V0908",51,"Female","Entrepreneur",0.64,0.27,0.81,0.73,0.34
"909","V0909",55,"Female","IT Specialist",0.65,0.23,0.79,0.51,0.39
"910","V0910",51,"Male","Scientist",0.63,0.7,0.51,0.5,0.3
"911","V0911",65,"Male","Finance",0.56,0.54,0.78,0.42,0.56
"912","V0912",47,"Female","Scientist",0.56,0.53,0.24,0.74,0.47
"913","V0913",42,"Male","IT Specialist",0.64,0.5,0.97,0.58,0.65
"914","V0914",47,"Male","Student",0.65,0.39,0,0.56,0.6
"915","V0915",26,"Female","Manager",0.42,0.63,0.69,0.59,0.64
"916","V0916",54,"Male","Medical",0.83,0.6,0.4,0.58,0.42
"917","V0917",34,"Female","IT Specialist",0.39,0.54,0.68,0.55,0.33
"918","V0918",61,"Male","IT Specialist",0.41,0.61,0.62,0.56,0.69
"919","V0919",37,"Female","Student",0.39,0.71,0.41,0.64,0.47
"920","V0920",53,"Female","Medical",0.9,0.32,0.77,0.56,0.28
"921","V0921",55,"Male","Sales",0.68,0.65,0.65,0.63,0.48
"922","V0922",51,"Male","Scientist",0.6,0.7,0.24,0.66,0.57
"923","V0923",20,"Female","Sales",0.48,0.53,0.63,0.55,0.69
"924","V0924",34,"Female","Manager",0.6,0.51,0.43,0.5,0.47
"925","V0925",41,"Female","Creative",0.53,0.63,0.68,0.38,0.44
"926","V0926",28,"Male","Sales",0.85,0.35,0.41,0.52,0.72
"927","V0927",25,"Female","Finance",0.67,0.59,0.54,0.21,0.3
"928","V0928",56,"Female","Student",0.37,0.57,0.46,0.7,0.47
"929","V0929",37,"Female","Creative",0.41,0.61,0.28,0.54,0.46
"930","V0930",45,"Male","Entrepreneur",0.71,0.55,0.53,0.72,0.78
"931","V0931",40,"Male","IT Specialist",0.45,0.55,0.37,0.88,0.45
"932","V0932",50,"Female","Creative",0.63,0.5,0.82,0.54,0.73
"933","V0933",36,"Male","Medical",0.52,0.63,0.63,0.52,0.7
"934","V0934",33,"Male","Medical",0.57,0.43,0.25,0.63,0.37
"935","V0935",57,"Male","Manager",0.62,0.68,0.26,0.62,0.69
"936","V0936",27,"Female","IT Specialist",0.75,0.39,0.48,0.6,0.88
"937","V0937",27,"Male","IT Specialist",0.61,0.59,0.45,0.7,0.53
"938","V0938",36,"Male","Medical",0.61,0.56,0.41,0.68,0.57
"939","V0939",30,"Male","Creative",0.72,0.92,0.37,0.6,0.35
"940","V0940",40,"Male","Sales",0.61,0.55,0.57,0.56,0.54
"941","V0941",61,"Male","Sales",0.61,0.35,0.61,0.62,0.47
"942","V0942",57,"Male","Manager",0.59,0.46,0.24,0.76,0.38
"943","V0943",55,"Female","Medical",0.55,0.44,0.47,0.38,0.64
"944","V0944",56,"Female","Medical",0.85,0.67,0.56,0.62,0.35
"945","V0945",56,"Male","Finance",0.48,0.35,0.85,0.53,0.39
"946","V0946",54,"Male","Finance",0.5,0.46,0.63,0.56,0.22
"947","V0947",18,"Female","Entrepreneur",0.3,0.7,0.38,0.52,0
"948","V0948",60,"Male","Sales",0.39,0.49,0.53,0.47,0.43
"949","V0949",51,"Female","Student",0.5,0.59,0.6,0.52,0.51
"950","V0950",40,"Male","Finance",0.71,0.61,0.49,0.77,0.46
"951","V0951",59,"Male","Service Worker",0.56,0.55,0.62,0.48,0.33
"952","V0952",55,"Female","Entrepreneur",0.58,0.62,0.53,0.55,0.33
"953","V0953",53,"Female","Sales",0.55,0.5,0.59,0.46,0.36
"954","V0954",29,"Female","Manager",0.48,0.71,0.31,0.7,0.87
"955","V0955",23,"Male","Scientist",0.58,0.81,0.56,0.71,0.61
"956","V0956",34,"Female","Medical",0.58,0.37,0.56,0.65,0.2
"957","V0957",63,"Male","Service Worker",0.76,0.8,0.46,0.7,0.9
"958","V0958",18,"Female","Service Worker",0.69,0.31,0.58,0.44,0.9
"959","V0959",60,"Female","Finance",0.64,0.61,0.63,0.71,0.59
"960","V0960",37,"Female","Finance",0.51,0.87,0.84,0.74,0.71
"961","V0961",43,"Female","Creative",0.37,0.51,0.4,0.63,0.44
"962","V0962",36,"Male","Medical",0.68,0.51,0.7,0.7,0.81
"963","V0963",54,"Female","Service Worker",0.4,0.71,0.41,0.52,0.41
"964","V0964",20,"Male","Scientist",0.48,0.36,0.7,0.68,0.59
"965","V0965",62,"Female","IT Specialist",0.59,0.46,0.55,0.43,0.59
"966","V0966",36,"Male","Finance",0.82,0.52,0.66,0.59,0.43
"967","V0967",37,"Male","Sales",0.8,0.59,0.21,0.6,0.68
"968","V0968",48,"Female","Creative",0.53,0.3,0.77,0.59,0.3
"969","V0969",31,"Female","Creative",0.83,0.49,0.71,0.61,0.54
"970","V0970",51,"Male","Medical",0.96,0.67,0.22,0.6,0.53
"971","V0971",50,"Male","Sales",0.57,0.57,0.7,0.44,0.48
"972","V0972",39,"Male","Finance",0.63,0.5,0.84,0.42,0.43
"973","V0973",63,"Female","Scientist",0.61,0.58,0.43,0.45,0.59
"974","V0974",24,"Female","Medical",0.77,0.41,0.46,0.44,0.45
"975","V0975",64,"Male","Service Worker",0.35,0.53,0.33,0.58,0.6
"976","V0976",55,"Female","Scientist",0.53,0.36,0.45,0.5,0.39
"977","V0977",61,"Female","Creative",0.56,0.78,0.38,0.55,0.55
"978","V0978",60,"Male","Sales",0.79,0.6,0.31,0.54,0.21
"979","V0979",27,"Female","Sales",0.69,0.58,0.72,0.48,0.54
"980","V0980",47,"Female","Manager",0.46,0.24,0.66,0.59,0.55
"981","V0981",42,"Male","Sales",0.55,0.37,0.32,0.59,0.25
"982","V0982",27,"Male","Creative",0.85,0.56,0.53,0.54,0.37
"983","V0983",47,"Female","Student",0.52,0.49,0.7,0.65,0.44
"984","V0984",44,"Female","Scientist",0.63,0.66,0.74,0.64,0.31
"985","V0985",36,"Female","Service Worker",0.87,0.71,0.35,0.52,0.2
"986","V0986",59,"Female","Entrepreneur",0.65,0.38,0.66,0.51,0.56
"987","V0987",26,"Female","Medical",0.62,0.52,0.42,0.7,0.3
"988","V0988",39,"Female","Sales",0.44,0.83,0.8,0.8,0.54
"989","V0989",44,"Female","Manager",0.67,0.65,0.32,0.51,0.19
"990","V0990",25,"Female","Manager",0.79,0.7,0.74,0.69,0.75
"991","V0991",36,"Female","Service Worker",0.63,0.43,0.3,0.68,0.38
"992","V0992",24,"Male","Finance",0.56,0.7,0.35,0.66,0.63
"993","V0993",43,"Male","Manager",0.5,0.3,0.48,0.74,0.79
"994","V0994",33,"Male","Scientist",0.57,0.5,0.54,0.61,0.1
"995","V0995",25,"Female","Finance",0.76,0.46,0.79,0.51,0.39
"996","V0996",40,"Female","Service Worker",0.62,0.77,0.29,0.58,0.58
"997","V0997",38,"Male","Scientist",0.8,0.5,0.09,0.61,0.28
"998","V0998",33,"Male","Entrepreneur",0.74,0.49,0.25,0.46,0.2
"999","V0999",48,"Female","Service Worker",0.54,0.44,0.51,0.67,0.54
"1000","V1000",46,"Female","Service Worker",0.51,0.56,0.58,0.47,0.7
